random_seed,phase_error_sd_radians,trial,minimum_gap_over_candidates,all_nine_positive
20260907,0.2,91,0.10714609807426687,1
20260907,0.2,92,0.10590304908900589,1
20260907,0.2,93,0.10603050195221542,1
20260907,0.2,94,0.10529571449910871,1
20260907,0.2,95,0.1071922300726593,1
20260907,0.2,96,0.10611700374980826,1
20260907,0.2,97,0.10512625251856443,1
20260907,0.2,98,0.10748899647074203,1
20260907,0.2,99,0.10437808416610456,1
20260907,0.2,100,0.10483879840769743,1
