hidden_cycle_affinity,classical_states,mean_quantum_cycle_time,label_kl_rate,conditional_timing_kl_rate,total_kl_rate,timing_fraction,absorption_emission_timing_rate,absorption_emission_fraction_of_timing,joint_cycle_total_variation,pinsker_rate_from_total_variation,best_fourier_frequency,best_channel_resolved_fourier_gap,pinsker_rate_from_fourier_gap,fourier_bound_fraction_of_exact_kl
60.0,31,1.9924474896658706,0.0001137308374335164,0.02434657121569534,0.024460302053128845,0.9953503911281849,0.024284405835010944,0.9974466474094585,0.07002733227401459,0.004922415562618021,4.054799999999999,0.10786093802187818,0.0029195203415148577,0.11935749342643161
