hidden_ring_states,cycle_affinity,coherence_bound,minimum_extra_decay_at_omega_4
12,5.0,0.7664537970562261,5.218840346754216
13,5.0,0.7707450263835526,5.18978373271973
14,5.0,0.774161233312619,5.166882333908775
15,5.0,0.7769245589369161,5.148505030492655
16,5.0,0.7791910197106919,5.133529389860231
17,5.0,0.7810727520192111,5.121161875970315
18,5.0,0.782652005846749,5.110828273764419
19,5.0,0.7839902033933718,5.102104570550324
20,5.0,0.785133953289804,5.094672040662014
21,5.0,0.7861191345521035,5.08828728902398
22,5.0,0.7869737263580078,5.082761807705295
23,5.0,0.7877198048100554,5.077947736713981
24,5.0,0.7883749753213884,5.073727763072848
25,5.0,0.7889534156734094,5.070007836376257
26,5.0,0.7894666460503699,5.066711836417204
27,5.0,0.7899241047096954,5.063777616293957
28,5.0,0.7903335833591242,5.061154029414966
29,5.0,0.7907015599706837,5.058798670067509
30,5.0,0.7910334557255546,5.056676138092168
31,5.0,0.7913338352192523,5.054756693035542
32,5.0,0.7916065637996307,5.053015200885158
33,5.0,0.7918549322099112,5.051430302816688
34,5.0,0.7920817560731499,5.049983753988387
35,5.0,0.7922894558559751,5.048659893723403
36,5.0,0.7924801215675623,5.047445218042586
37,5.0,0.7926555654341096,5.046328032541272
38,5.0,0.7928173650356479,5.045298168790924
39,5.0,0.7929668988282409,5.044346751309241
40,5.0,0.793105375549333,5.043466005043097
41,5.0,0.7932338586806486,5.0426490955051095
42,5.0,0.7933532868954336,5.041889995380094
43,5.0,0.7934644912258546,5.041183372705491
44,5.0,0.7935682095381444,5.04052449672599
45,5.0,0.7936650987872887,5.039909158298575
46,5.0,0.793755745432054,5.039333602332208
47,5.0,0.793840674319257,5.038794470225557
48,5.0,0.7939203562890412,5.038288750646075
49,5.0,0.7939952147072863,5.037813737296436
50,5.0,0.7940656310946606,5.037366992556765
51,5.0,0.7941319499922836,5.036946316086221
52,5.0,0.7941944831800364,5.036549717625321
53,5.0,0.7942535133440928,5.0361753933685005
54,5.0,0.7943092972743367,5.035821705380957
55,5.0,0.7943620686592786,5.035487163619463
56,5.0,0.7944120405353431,5.035170410187208
57,5.0,0.7944594074385182,5.03487020551085
58,5.0,0.7945043472989879,5.034585416176106
59,5.0,0.7945470231132377,5.034315004198217
60,5.0,0.7945875844230096,5.034058017536989
4,6.0,0.6351489523872874,6.2977353343109455
5,6.0,0.739185314412968,5.411362918075075
6,6.0,0.8004103954236338,4.997436343743283
7,6.0,0.839177822034215,4.766570201180689
8,6.0,0.8651512912752052,4.62346879712117
9,6.0,0.8833489864352061,4.528221644473921
10,6.0,0.8965680315137762,4.461457312108656
11,6.0,0.9064602306357047,4.412769435229146
12,6.0,0.914048891812452,4.376133526149206
13,6.0,0.9199940073142904,4.347854407961933
14,6.0,0.9247360740766924,4.325558515702786
15,6.0,0.9285778743980352,4.307662405366982
16,6.0,0.9317329151002444,4.293075767930388
17,6.0,0.9343551544096057,4.281027381421676
18,6.0,0.9365578215036117,4.270958939383087
19,6.0,0.9384256625941443,4.262458028846493
20,6.0,0.9400231065516685,4.2552145496437745
21,6.0,0.9413998299142041,4.248991632348761
22,6.0,0.9425946247590418,4.243605782308096
23,6.0,0.9436381351576947,4.238913044068048
24,6.0,0.9445548246363199,4.234799183350858
25,6.0,0.9453644116940961,4.231172604468987
26,6.0,0.9460829313942095,4.227959164325414
27,6.0,0.9467235301987793,4.225098323224456
28,6.0,0.9472970679022862,4.222540252191091
29,6.0,0.9478125783113975,4.220243634164799
30,6.0,0.9482776252833274,4.218173974952616
31,6.0,0.9486985804051578,4.216302293075776
32,6.0,0.9490808414034878,4.214604094299127
33,6.0,0.9494290053014536,4.21305856221441
34,6.0,0.949747006721166,4.211647914331728
35,6.0,0.9500382291189574,4.21035688606921
36,6.0,0.9503055948381703,4.209172314387109
37,6.0,0.9505516384640061,4.208082799650516
38,6.0,0.9507785669251628,4.207078429350886
39,6.0,0.9509883090081503,4.20615055107446
40,6.0,0.9511825563620745,4.205291584928279
41,6.0,0.9513627976242017,4.204494867771824
42,6.0,0.9515303469536461,4.203754523233152
43,6.0,0.9516863679958447,4.203065352741781
44,6.0,0.9518318940948945,4.20242274378044
45,6.0,0.9519678454101245,4.20182259231322
46,6.0,0.9520950434669281,4.201261236939675
47,6.0,0.952214223571982,4.200735402791032
48,6.0,0.952326045443555,4.200242153554628
49,6.0,0.9524311023441506,4.199778850307477
50,6.0,0.9525299289517738,4.199343116076007
51,6.0,0.9526230081649943,4.1989328052290755
52,6.0,0.9527107770036656,4.198545976965064
53,6.0,0.9527936317400428,4.198180872278696
54,6.0,0.9528719323728719,4.197835893895072
55,6.0,0.9529460065388419,4.197509588741806
56,6.0,0.9530161529408085,4.197200632598761
57,6.0,0.9530826443598127,4.196907816621514
58,6.0,0.9531457303076366,4.196630035481524
59,6.0,0.9532056393680923,4.196366276905072
60,6.0,0.9532625812680859,4.196115612425451
4,7.0,0.7039056039366212,5.682580132378312
5,7.0,0.8318408817394156,4.808611944673632
6,7.0,0.909472068055338,4.398155963770198
7,7.0,0.9595961647735937,4.168420161353768
8,7.0,0.9936180102748747,4.025691924498671
9,7.0,1.0176710028977942,3.930543356949441
10,7.0,1.0352574751122945,3.86377311553932
11,7.0,1.0484816418877267,3.8150405693305665
12,7.0,1.0586637250283186,3.778348030100873
13,7.0,1.0666634174451106,3.7500114230793296
14,7.0,1.0730587722523681,3.727661618761043
15,7.0,1.07824945386018,3.709716694666365
16,7.0,1.0825186110966967,3.6950865869618728
17,7.0,1.0860712022512649,3.6829997809614987
18,7.0,1.0890584406395085,3.672897477982128
19,7.0,1.0915937997696121,3.664366727663922
20,7.0,1.0937637401735554,3.65709691506622
21,7.0,1.0956350513511195,3.650850705321324
