classical_states,hidden_cycle_affinity,fixed_witness_expectation_gap,fixed_witness_pinsker_rate,candidate_adaptive_gap,candidate_adaptive_pinsker_rate,exact_kl_rate
11,20.0,0.16353495568993653,0.0067112638780243,0.16364578795672605,0.006720363787471429,0.043850906012193595
21,20.0,0.15560730269553438,0.006076354026333773,0.1557243044254523,0.006085495129625129,0.040891928138552
31,20.0,0.1535673678242951,0.005918082304000181,0.15368955164258838,0.005927503336125799,0.04015782613445334
11,40.0,0.1521653271242529,0.00581051367700381,0.15221333622236605,0.005814180761127217,0.039616075666109536
21,40.0,0.1300609169068545,0.00424499069470796,0.13007993187065947,0.0042462320244918954,0.031727951404953665
31,40.0,0.12283712621466306,0.0037865388309951016,0.12285046185368154,0.0037873610360978196,0.029308227873228506
11,60.0,0.15051478195631957,0.005685143449165019,0.15055617997610862,0.005688271195744198,0.03901807618752184
21,60.0,0.12015894685163866,0.0036232253505752814,0.12016112717158361,0.0036233568407784814,0.028418510511032474
31,60.0,0.10786093802187821,0.0029195203415148595,0.10786093802187818,0.0029195203415148577,0.02446030205318871
