classical_states,phases_per_macrostate,hidden_cycle_affinity,reverse_fraction,asymptotic_kl_rate,work_total_ep_rate,thermal_total_ep_rate,total_ep_rate,work_medium_entropy_rate,thermal_medium_entropy_rate,medium_total_rate,stationary_balance_error,minimum_stationary_probability,forward_rates,iterations,objective_evaluations
11,5,20.0,0.1353352832366127,0.043850906012193595,3.394685657149778,0.06749956626500965,3.462185223414788,3.4264232439041082,0.03576197951067959,3.462185223414788,2.0816681711721685e-17,0.017635137710857313,4.71121454924 6.17792094511 8.89463994262 8.77960927181 6.04630489432 3.1047436701 10.8173907983 12.4337220752 9.613704808 6.09415416383,300,470
21,10,20.0,0.36787944117144233,0.040891928138552,3.469059069915032,0.05967203290452438,3.5287311028195565,3.492439627331269,0.036291475488288115,3.528731102819557,-4.0939474033052647e-16,0.008785692967711036,23.9145768386 12.4821976 13.4378579204 17.6486426827 22.1771113144 24.5926846177 25.4544190453 22.4558580591 19.7554457974 13.3360998075 14.3083344039 8.70514521086 17.931477434 30.4156944991 34.7461282124 33.9213807539 28.9136732294 24.8467334553 19.9612840579 12.105215024,300,482
31,15,20.0,0.513417119032592,0.04015782613445334,3.4675895430832786,0.059320729468470064,3.5269102725517487,3.4903813203988343,0.03652895215291532,3.5269102725517496,-9.159339953157541e-16,0.00573120348110486,49.7213272402 35.0003834013 23.7551862713 23.9688616244 29.0154293243 34.7405473523 43.5278135535 46.3110691893 50.0784538219 49.2518545931 47.5071236644 45.2852341415 38.1459452734 33.1536952624 22.6883992364 37.0495216353 20.5487296868 17.8581162582 28.2652756558 43.7010401527 55.8575808745 67.6323621902 70.3452624161 64.7831371748 65.7828199822 50.9477107879 46.5809956796 40.4464295277 33.3236540013 20.3934107176,300,468
11,5,40.0,0.01831563888873418,0.039616075666109536,7.086616103340661,0.07153136818377383,7.158147471524434,7.122434217981799,0.03571325354263569,7.158147471524435,-4.718447854656915e-16,0.017107869202351335,3.87224249222 6.37435254136 8.0536204129 7.48635040865 5.80145618324 3.06718618388 10.2549468957 10.6668809918 8.1698996828 5.61930970618,300,476
21,10,40.0,0.1353352832366127,0.031727951404953665,7.279659250845941,0.0677017998453717,7.347361050691313,7.311053428673785,0.036307622017529705,7.3473610506913145,-1.6861512186494565e-15,0.008228863104724187,10.4690097363 9.98915242779 12.9852220665 16.215104966 18.7745182073 19.3756507355 18.1408473988 15.9634325223 13.3982260919 11.0440803712 7.12625586385 9.93625117511 18.6417703319 25.1467321219 26.5350240778 25.215532952 20.8865701721 16.6149775055 13.2405737938 10.0642866134,300,472
31,15,40.0,0.26359713811572677,0.029308227873228506,7.314451442614935,0.07045633580423284,7.3849077784191675,7.348618761148316,0.03628901727085196,7.384907778419168,-5.273559366969494e-16,0.005075156438665638,22.3356510003 16.870539559 18.0143506968 20.8254816935 25.1091037608 29.943998607 33.3835668929 34.4494555674 34.7414969795 35.1153655532 30.1089195538 27.888044956 24.596887844 21.6165511751 17.4183558317 15.8917951328 12.0734408687 18.0641459285 29.6171637033 38.2283447135 48.2303273774 51.1638404443 49.3299305403 42.8812283561 40.7256948533 34.2060643397 28.8314309864 24.5581394741 19.7218677596 15.5306377249,300,490
11,5,60.0,0.0024787521766663585,0.03901807618752184,10.693551214387417,0.07188021682636137,10.765431431213779,10.729716817288761,0.035714613925019956,10.76543143121378,-1.9984014443252818e-15,0.01710334336875038,3.79835042274 6.39369708952 7.91887338747 7.32568517864 5.77368231524 3.05763724294 10.132056702 10.4470682018 7.99778090273 5.56975550919,300,469
21,10,60.0,0.049787068367863944,0.028418510511032474,11.028673920781207,0.0722982412053043,11.100972161986512,11.064955812680875,0.03601634930563913,11.100972161986514,-2.220446049250313e-15,0.007964357392491982,8.27324510168 10.0662236625 12.8537594033 15.8534835984 17.7896233304 17.1086841904 16.570686017 14.5013840335 12.1312491362 10.1141480059 6.02268156481 10.4115183964 18.3943816038 23.8796401789 24.6094635241 22.6431188516 18.8305500749 15.0686063587 11.7680373036 9.18006032633,300,476
31,15,60.0,0.1353352832366127,0.02446030205318871,11.094918975558862,0.07516147930026275,11.170080454859125,11.133667561846131,0.03641289301299398,11.170080454859125,-3.191891195797325e-16,0.004855125373396258,15.2172539463 14.1565684133 16.4073667193 20.0916268974 24.2162735408 26.0998599862 29.832664974 31.8924302622 30.8487133404 28.5798210077 25.6666557311 23.4224717913 20.3735072069 17.9173493632 15.0568601722 10.8382947158 12.0013223363 18.3834737672 26.2824520421 34.7573896313 43.8195721703 41.826674816 42.4684672075 37.9518967111 34.4107455923 28.6182448879 24.1203477826 20.3314490702 16.7416924218 13.568648594,300,496
